sentence_id,text,token,ner_tag
4,"Patient ko तेज़ सिर दर्द था, जिसके बाद डॉक्टर ने मल्टीपल स्क्लेरोसिस का निदान किया और 20 mg ऑफिन B 10days के लिए दिया।",days,B-DOSAGE
4,"Patient ko तेज़ सिर दर्द था, जिसके बाद डॉक्टर ने मल्टीपल स्क्लेरोसिस का निदान किया और 20 mg ऑफिन B 10days के लिए दिया।",के,O
4,"Patient ko तेज़ सिर दर्द था, जिसके बाद डॉक्टर ने मल्टीपल स्क्लेरोसिस का निदान किया और 20 mg ऑफिन B 10days के लिए दिया।",लिए,O
4,"Patient ko तेज़ सिर दर्द था, जिसके बाद डॉक्टर ने मल्टीपल स्क्लेरोसिस का निदान किया और 20 mg ऑफिन B 10days के लिए दिया।",दिया,O
4,"Patient ko तेज़ सिर दर्द था, जिसके बाद डॉक्टर ने मल्टीपल स्क्लेरोसिस का निदान किया और 20 mg ऑफिन B 10days के लिए दिया।",.,O
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,यात्रा,O
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,के,O
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,बाद,O
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,5 दिनों,B-DOSAGE
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,में,O
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,दुष्प्रभाव,B-SYMPTOM
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,प्रकट,O
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,होने,O
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,पर,O
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,डॉक्टर,O
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,ने,O
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,पेशाब,B-TEST
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,की,O
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,लंबी,O
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,फिल्टर,B-PROCEDURE
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,के,O
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,लिए,O
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,यूरिन,B-TEST
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,का,O
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,टेस्ट,I-TEST
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,कराया,O
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,और,O
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,उच्च,B-SYMPTOM
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,रक्तचाप,B-CONDITION
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,के,O
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,लिए,O
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,Enalapril,B-MEDICATION
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,5mg,B-DOSAGE
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,दिया,O
5,यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,।,O
6,"The patient, diagnosed with acute pancreatitis, underwent an emergency surgery, receiving 30 units of fresh frozen plasma and 10mg Ondansetron for severe vomiting.",The,O
6,"The patient, diagnosed with acute pancreatitis, underwent an emergency surgery, receiving 30 units of fresh frozen plasma and 10mg Ondansetron for severe vomiting.",patient,O
6,"The patient, diagnosed with acute pancreatitis, underwent an emergency surgery, receiving 30 units of fresh frozen plasma and 10mg Ondansetron for severe vomiting.",",",O
6,"The patient, diagnosed with acute pancreatitis, underwent an emergency surgery, receiving 30 units of fresh frozen plasma and 10mg Ondansetron for severe vomiting.",diagnosed,O
6,"The patient, diagnosed with acute pancreatitis, underwent an emergency surgery, receiving 30 units of fresh frozen plasma and 10mg Ondansetron for severe vomiting.",with,O
6,"The patient, diagnosed with acute pancreatitis, underwent an emergency surgery, receiving 30 units of fresh frozen plasma and 10mg Ondansetron for severe vomiting.",acute,B-CONDITION
6,"The patient, diagnosed with acute pancreatitis, underwent an emergency surgery, receiving 30 units of fresh frozen plasma and 10mg Ondansetron for severe vomiting.",pancreatitis,I-CONDITION
6,"The patient, diagnosed with acute pancreatitis, underwent an emergency surgery, receiving 30 units of fresh frozen plasma and 10mg Ondansetron for severe vomiting.",",",O
6,"The patient, diagnosed with acute pancreatitis, underwent an emergency surgery, receiving 30 units of fresh frozen plasma and 10mg Ondansetron for severe vomiting.",underwent,O
6,"The patient, diagnosed with acute pancreatitis, underwent an emergency surgery, receiving 30 units of fresh frozen plasma and 10mg Ondansetron for severe vomiting.",an,O
6,"The patient, diagnosed with acute pancreatitis, underwent an emergency surgery, receiving 30 units of fresh frozen plasma and 10mg Ondansetron for severe vomiting.",emergency,O
6,"The patient, diagnosed with acute pancreatitis, underwent an emergency surgery, receiving 30 units of fresh frozen plasma and 10mg Ondansetron for severe vomiting.",surgery,B-PROCEDURE
6,"The patient, diagnosed with acute pancreatitis, underwent an emergency surgery, receiving 30 units of fresh frozen plasma and 10mg Ondansetron for severe vomiting.",",",O
6,"The patient, diagnosed with acute pancreatitis, underwent an emergency surgery, receiving 30 units of fresh frozen plasma and 10mg Ondansetron for severe vomiting.",receiving,O
6,"The patient, diagnosed with acute pancreatitis, underwent an emergency surgery, receiving 30 units of fresh frozen plasma and 10mg Ondansetron for severe vomiting.",30,O
6,"The patient, diagnosed with acute pancreatitis, underwent an emergency surgery, receiving 30 units of fresh frozen plasma and 10mg Ondansetron for severe vomiting.",units,O
6,"The patient, diagnosed with acute pancreatitis, underwent an emergency surgery, receiving 30 units of fresh frozen plasma and 10mg Ondansetron for severe vomiting.",of,O
6,"The patient, diagnosed with acute pancreatitis, underwent an emergency surgery, receiving 30 units of fresh frozen plasma and 10mg Ondansetron for severe vomiting.",fresh,O
6,"The patient, diagnosed with acute pancreatitis, underwent an emergency surgery, receiving 30 units of fresh frozen plasma and 10mg Ondansetron for severe vomiting.",frozen,O
6,"The patient, diagnosed with acute pancreatitis, underwent an emergency surgery, receiving 30 units of fresh frozen plasma and 10mg Ondansetron for severe vomiting.",plasma,B-TEST
6,"The patient, diagnosed with acute pancreatitis, underwent an emergency surgery, receiving 30 units of fresh frozen plasma and 10mg Ondansetron for severe vomiting.",and,O
6,"The patient, diagnosed with acute pancreatitis, underwent an emergency surgery, receiving 30 units of fresh frozen plasma and 10mg Ondansetron for severe vomiting.",10mg,B-DOSAGE
6,"The patient, diagnosed with acute pancreatitis, underwent an emergency surgery, receiving 30 units of fresh frozen plasma and 10mg Ondansetron for severe vomiting.",Ondansetron,B-MEDICATION
6,"The patient, diagnosed with acute pancreatitis, underwent an emergency surgery, receiving 30 units of fresh frozen plasma and 10mg Ondansetron for severe vomiting.",for,O
6,"The patient, diagnosed with acute pancreatitis, underwent an emergency surgery, receiving 30 units of fresh frozen plasma and 10mg Ondansetron for severe vomiting.",severe,O
6,"The patient, diagnosed with acute pancreatitis, underwent an emergency surgery, receiving 30 units of fresh frozen plasma and 10mg Ondansetron for severe vomiting.",vomiting,B-SYMPTOM
6,"The patient, diagnosed with acute pancreatitis, underwent an emergency surgery, receiving 30 units of fresh frozen plasma and 10mg Ondansetron for severe vomiting.",.,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",Patient,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",ko,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",तेज़,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",बुखार,B-SYMPTOM
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",",",O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",सांस,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",लेने,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",में,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",कठिनाई,B-SYMPTOM
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",और,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",जोरदार,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",ह्रदय,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",गति,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",तेजी,B-SYMPTOM
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",के,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",कारण,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",ICU,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",में,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",डाला,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",गया,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",।,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",फिर,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",हालिया,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",ब्लड,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",टेस्ट,B-TEST
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",में,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",ग्लूकोज,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",स्तर,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",5,B-DOSAGE
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",.,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",2,B-DOSAGE
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",मिलीग्राम,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",में,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",पाया,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",गया,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",।,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",डॉक्टर,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",ने,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",डायलिसिस,B-PROCEDURE
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",शुरू,O
7,"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
",करने,O
